Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,TrackStatus,IsPersonalBest,LapTimeSeconds,GrandPrix,Year
LEC,16,13.0,0 days 00:01:38.479000,0 days 00:00:35.607000,0 days 00:00:43.981000,0 days 00:00:18.891000,MEDIUM,12.0,True,Ferrari,1,False,98.479,Japan,2024
LEC,16,14.0,0 days 00:01:38.595000,0 days 00:00:35.883000,0 days 00:00:43.792000,0 days 00:00:18.920000,MEDIUM,13.0,True,Ferrari,1,False,98.595,Japan,2024
LEC,16,15.0,0 days 00:01:38.172000,0 days 00:00:35.721000,0 days 00:00:43.614000,0 days 00:00:18.837000,MEDIUM,14.0,True,Ferrari,1,False,98.172,Japan,2024
LEC,16,16.0,0 days 00:01:37.876000,0 days 00:00:35.533000,0 days 00:00:43.482000,0 days 00:00:18.861000,MEDIUM,15.0,True,Ferrari,1,False,97.876,Japan,2024
LEC,16,17.0,0 days 00:01:37.856000,0 days 00:00:35.435000,0 days 00:00:43.554000,0 days 00:00:18.867000,MEDIUM,16.0,True,Ferrari,1,False,97.856,Japan,2024
LEC,16,18.0,0 days 00:01:37.760000,0 days 00:00:35.551000,0 days 00:00:43.501000,0 days 00:00:18.708000,MEDIUM,17.0,True,Ferrari,1,True,97.76,Japan,2024
LEC,16,19.0,0 days 00:01:37.523000,0 days 00:00:35.393000,0 days 00:00:43.470000,0 days 00:00:18.660000,MEDIUM,18.0,True,Ferrari,1,True,97.523,Japan,2024
LEC,16,20.0,0 days 00:01:37.480000,0 days 00:00:35.344000,0 days 00:00:43.542000,0 days 00:00:18.594000,MEDIUM,19.0,True,Ferrari,1,True,97.48,Japan,2024
LEC,16,21.0,0 days 00:01:38.203000,0 days 00:00:35.888000,0 days 00:00:43.624000,0 days 00:00:18.691000,MEDIUM,20.0,True,Ferrari,1,False,98.203,Japan,2024
LEC,16,22.0,0 days 00:01:37.744000,0 days 00:00:35.399000,0 days 00:00:43.593000,0 days 00:00:18.752000,MEDIUM,21.0,True,Ferrari,1,False,97.744,Japan,2024
LEC,16,23.0,0 days 00:01:37.755000,0 days 00:00:35.460000,0 days 00:00:43.550000,0 days 00:00:18.745000,MEDIUM,22.0,True,Ferrari,1,False,97.755,Japan,2024
LEC,16,24.0,0 days 00:01:38.071000,0 days 00:00:35.654000,0 days 00:00:43.621000,0 days 00:00:18.796000,MEDIUM,23.0,True,Ferrari,1,False,98.071,Japan,2024
LEC,16,25.0,0 days 00:01:37.918000,0 days 00:00:35.498000,0 days 00:00:43.731000,0 days 00:00:18.689000,MEDIUM,24.0,True,Ferrari,1,False,97.918,Japan,2024
LEC,16,26.0,0 days 00:01:43.175000,0 days 00:00:35.536000,0 days 00:00:46.559000,0 days 00:00:21.080000,MEDIUM,25.0,True,Ferrari,1,False,103.175,Japan,2024
LEC,16,27.0,0 days 00:01:55.623000,0 days 00:00:54.455000,0 days 00:00:42.624000,0 days 00:00:18.544000,HARD,1.0,True,Ferrari,1,False,115.623,Japan,2024
LEC,16,28.0,0 days 00:01:36.090000,0 days 00:00:34.766000,0 days 00:00:42.802000,0 days 00:00:18.522000,HARD,2.0,True,Ferrari,1,True,96.09,Japan,2024
LEC,16,29.0,0 days 00:01:36.357000,0 days 00:00:34.918000,0 days 00:00:42.806000,0 days 00:00:18.633000,HARD,3.0,True,Ferrari,1,False,96.357,Japan,2024
LEC,16,30.0,0 days 00:01:36.225000,0 days 00:00:34.913000,0 days 00:00:42.847000,0 days 00:00:18.465000,HARD,4.0,True,Ferrari,1,False,96.225,Japan,2024
LEC,16,31.0,0 days 00:01:36.201000,0 days 00:00:34.794000,0 days 00:00:42.878000,0 days 00:00:18.529000,HARD,5.0,True,Ferrari,1,False,96.201,Japan,2024
LEC,16,32.0,0 days 00:01:36.144000,0 days 00:00:34.901000,0 days 00:00:42.737000,0 days 00:00:18.506000,HARD,6.0,True,Ferrari,1,False,96.144,Japan,2024
LEC,16,33.0,0 days 00:01:35.878000,0 days 00:00:34.376000,0 days 00:00:42.930000,0 days 00:00:18.572000,HARD,7.0,True,Ferrari,1,True,95.878,Japan,2024
LEC,16,34.0,0 days 00:01:36.320000,0 days 00:00:34.925000,0 days 00:00:42.872000,0 days 00:00:18.523000,HARD,8.0,True,Ferrari,1,False,96.32,Japan,2024
LEC,16,35.0,0 days 00:01:36.056000,0 days 00:00:34.740000,0 days 00:00:42.872000,0 days 00:00:18.444000,HARD,9.0,True,Ferrari,1,False,96.056,Japan,2024
LEC,16,36.0,0 days 00:01:36.681000,0 days 00:00:35.315000,0 days 00:00:42.850000,0 days 00:00:18.516000,HARD,10.0,True,Ferrari,1,False,96.681,Japan,2024
LEC,16,37.0,0 days 00:01:36.135000,0 days 00:00:34.712000,0 days 00:00:42.789000,0 days 00:00:18.634000,HARD,11.0,True,Ferrari,1,False,96.135,Japan,2024
LEC,16,38.0,0 days 00:01:36.029000,0 days 00:00:34.752000,0 days 00:00:42.737000,0 days 00:00:18.540000,HARD,12.0,True,Ferrari,1,False,96.029,Japan,2024
LEC,16,39.0,0 days 00:01:35.693000,0 days 00:00:34.610000,0 days 00:00:42.582000,0 days 00:00:18.501000,HARD,13.0,True,Ferrari,1,True,95.693,Japan,2024
LEC,16,40.0,0 days 00:01:36.341000,0 days 00:00:34.998000,0 days 00:00:42.799000,0 days 00:00:18.544000,HARD,14.0,True,Ferrari,1,False,96.341,Japan,2024
LEC,16,41.0,0 days 00:01:35.451000,0 days 00:00:34.356000,0 days 00:00:42.553000,0 days 00:00:18.542000,HARD,15.0,True,Ferrari,1,True,95.451,Japan,2024
LEC,16,42.0,0 days 00:01:35.797000,0 days 00:00:34.362000,0 days 00:00:43.019000,0 days 00:00:18.416000,HARD,16.0,True,Ferrari,12,False,95.797,Japan,2024
LEC,16,43.0,0 days 00:01:35.713000,0 days 00:00:34.546000,0 days 00:00:42.666000,0 days 00:00:18.501000,HARD,17.0,True,Ferrari,1,False,95.713,Japan,2024
LEC,16,44.0,0 days 00:01:35.685000,0 days 00:00:34.483000,0 days 00:00:42.776000,0 days 00:00:18.426000,HARD,18.0,True,Ferrari,1,False,95.685,Japan,2024
LEC,16,45.0,0 days 00:01:35.739000,0 days 00:00:34.489000,0 days 00:00:42.616000,0 days 00:00:18.634000,HARD,19.0,True,Ferrari,1,False,95.739,Japan,2024
LEC,16,46.0,0 days 00:01:36.778000,0 days 00:00:35.285000,0 days 00:00:42.882000,0 days 00:00:18.611000,HARD,20.0,True,Ferrari,1,False,96.778,Japan,2024
LEC,16,47.0,0 days 00:01:35.922000,0 days 00:00:34.607000,0 days 00:00:42.757000,0 days 00:00:18.558000,HARD,21.0,True,Ferrari,1,False,95.922,Japan,2024
LEC,16,48.0,0 days 00:01:35.502000,0 days 00:00:34.429000,0 days 00:00:42.600000,0 days 00:00:18.473000,HARD,22.0,True,Ferrari,1,False,95.502,Japan,2024
LEC,16,49.0,0 days 00:01:35.543000,0 days 00:00:34.412000,0 days 00:00:42.697000,0 days 00:00:18.434000,HARD,23.0,True,Ferrari,1,False,95.543,Japan,2024
LEC,16,50.0,0 days 00:01:35.274000,0 days 00:00:34.352000,0 days 00:00:42.548000,0 days 00:00:18.374000,HARD,24.0,True,Ferrari,1,True,95.274,Japan,2024
LEC,16,51.0,0 days 00:01:35.199000,0 days 00:00:34.245000,0 days 00:00:42.492000,0 days 00:00:18.462000,HARD,25.0,True,Ferrari,1,True,95.199,Japan,2024
LEC,16,52.0,0 days 00:01:35.316000,0 days 00:00:34.299000,0 days 00:00:42.573000,0 days 00:00:18.444000,HARD,26.0,True,Ferrari,1,False,95.316,Japan,2024
LEC,16,53.0,0 days 00:01:35.044000,0 days 00:00:34.141000,0 days 00:00:42.505000,0 days 00:00:18.398000,HARD,27.0,True,Ferrari,1,True,95.044,Japan,2024
NOR,4,1.0,0 days 00:02:14.751000,,0 days 00:01:05.666000,0 days 00:00:32.333000,MEDIUM,1.0,True,McLaren,125,False,134.751,Japan,2024
NOR,4,2.0,,,0 days 00:00:57.890000,0 days 00:00:39.001000,MEDIUM,2.0,False,McLaren,1,False,,Japan,2024
NOR,4,3.0,,,0 days 00:00:43.152000,0 days 00:00:18.525000,MEDIUM,3.0,False,McLaren,1,False,,Japan,2024
NOR,4,4.0,0 days 00:01:36.853000,0 days 00:00:35.062000,0 days 00:00:43.181000,0 days 00:00:18.610000,MEDIUM,4.0,False,McLaren,1,True,96.853,Japan,2024
NOR,4,5.0,0 days 00:01:36.860000,0 days 00:00:34.856000,0 days 00:00:43.348000,0 days 00:00:18.656000,MEDIUM,5.0,False,McLaren,1,False,96.86,Japan,2024
NOR,4,6.0,0 days 00:01:37.900000,0 days 00:00:35.298000,0 days 00:00:43.753000,0 days 00:00:18.849000,MEDIUM,6.0,False,McLaren,1,False,97.9,Japan,2024
NOR,4,7.0,0 days 00:01:37.742000,0 days 00:00:35.209000,0 days 00:00:43.702000,0 days 00:00:18.831000,MEDIUM,7.0,False,McLaren,1,False,97.742,Japan,2024
NOR,4,8.0,0 days 00:01:37.824000,0 days 00:00:35.208000,0 days 00:00:43.748000,0 days 00:00:18.868000,MEDIUM,8.0,False,McLaren,1,False,97.824,Japan,2024
NOR,4,9.0,0 days 00:01:37.963000,0 days 00:00:35.354000,0 days 00:00:43.680000,0 days 00:00:18.929000,MEDIUM,9.0,False,McLaren,1,False,97.963,Japan,2024
NOR,4,10.0,0 days 00:01:38.158000,0 days 00:00:35.536000,0 days 00:00:43.791000,0 days 00:00:18.831000,MEDIUM,10.0,False,McLaren,1,False,98.158,Japan,2024
NOR,4,11.0,0 days 00:01:40.760000,0 days 00:00:35.613000,0 days 00:00:43.963000,0 days 00:00:21.184000,MEDIUM,11.0,False,McLaren,1,False,100.76,Japan,2024
NOR,4,12.0,0 days 00:01:55.643000,0 days 00:00:54.321000,0 days 00:00:42.844000,0 days 00:00:18.478000,HARD,1.0,True,McLaren,1,False,115.643,Japan,2024
NOR,4,13.0,0 days 00:01:35.761000,0 days 00:00:34.413000,0 days 00:00:42.732000,0 days 00:00:18.616000,HARD,2.0,True,McLaren,1,True,95.761,Japan,2024
NOR,4,14.0,0 days 00:01:36.777000,0 days 00:00:34.874000,0 days 00:00:43.154000,0 days 00:00:18.749000,HARD,3.0,True,McLaren,1,False,96.777,Japan,2024
NOR,4,15.0,0 days 00:01:36.788000,0 days 00:00:34.892000,0 days 00:00:43.222000,0 days 00:00:18.674000,HARD,4.0,True,McLaren,1,False,96.788,Japan,2024
NOR,4,16.0,0 days 00:01:38.241000,0 days 00:00:35.411000,0 days 00:00:43.808000,0 days 00:00:19.022000,HARD,5.0,True,McLaren,1,False,98.241,Japan,2024
NOR,4,17.0,0 days 00:01:37.807000,0 days 00:00:35.129000,0 days 00:00:43.544000,0 days 00:00:19.134000,HARD,6.0,True,McLaren,1,False,97.807,Japan,2024
NOR,4,18.0,0 days 00:01:36.487000,0 days 00:00:34.632000,0 days 00:00:43.202000,0 days 00:00:18.653000,HARD,7.0,True,McLaren,1,False,96.487,Japan,2024
NOR,4,19.0,0 days 00:01:36.783000,0 days 00:00:34.957000,0 days 00:00:43.162000,0 days 00:00:18.664000,HARD,8.0,True,McLaren,1,False,96.783,Japan,2024
NOR,4,20.0,0 days 00:01:36.847000,0 days 00:00:34.961000,0 days 00:00:43.235000,0 days 00:00:18.651000,HARD,9.0,True,McLaren,1,False,96.847,Japan,2024
NOR,4,21.0,0 days 00:01:36.996000,0 days 00:00:34.980000,0 days 00:00:43.408000,0 days 00:00:18.608000,HARD,10.0,True,McLaren,1,False,96.996,Japan,2024
NOR,4,22.0,0 days 00:01:38.888000,0 days 00:00:35.207000,0 days 00:00:44.037000,0 days 00:00:19.644000,HARD,11.0,True,McLaren,1,False,98.888,Japan,2024
NOR,4,23.0,0 days 00:01:38.213000,0 days 00:00:35.567000,0 days 00:00:43.828000,0 days 00:00:18.818000,HARD,12.0,True,McLaren,1,False,98.213,Japan,2024
NOR,4,24.0,0 days 00:01:37.722000,0 days 00:00:35.327000,0 days 00:00:43.654000,0 days 00:00:18.741000,HARD,13.0,True,McLaren,1,False,97.722,Japan,2024
NOR,4,25.0,0 days 00:01:37.558000,0 days 00:00:35.294000,0 days 00:00:43.603000,0 days 00:00:18.661000,HARD,14.0,True,McLaren,1,False,97.558,Japan,2024
NOR,4,26.0,0 days 00:01:40.917000,0 days 00:00:35.271000,0 days 00:00:44.337000,0 days 00:00:21.309000,HARD,15.0,True,McLaren,1,False,100.917,Japan,2024
NOR,4,27.0,0 days 00:01:56.621000,0 days 00:00:55.404000,0 days 00:00:42.660000,0 days 00:00:18.557000,HARD,1.0,True,McLaren,1,False,116.621,Japan,2024
NOR,4,28.0,0 days 00:01:35.721000,0 days 00:00:34.468000,0 days 00:00:42.835000,0 days 00:00:18.418000,HARD,2.0,True,McLaren,1,True,95.721,Japan,2024
NOR,4,29.0,0 days 00:01:36.258000,0 days 00:00:34.941000,0 days 00:00:42.841000,0 days 00:00:18.476000,HARD,3.0,True,McLaren,1,False,96.258,Japan,2024
NOR,4,30.0,0 days 00:01:36.243000,0 days 00:00:34.846000,0 days 00:00:42.867000,0 days 00:00:18.530000,HARD,4.0,True,McLaren,1,False,96.243,Japan,2024
NOR,4,31.0,0 days 00:01:36.225000,0 days 00:00:34.969000,0 days 00:00:42.814000,0 days 00:00:18.442000,HARD,5.0,True,McLaren,1,False,96.225,Japan,2024
NOR,4,32.0,0 days 00:01:36.375000,0 days 00:00:34.975000,0 days 00:00:42.832000,0 days 00:00:18.568000,HARD,6.0,True,McLaren,1,False,96.375,Japan,2024
NOR,4,33.0,0 days 00:01:36.340000,0 days 00:00:34.957000,0 days 00:00:42.903000,0 days 00:00:18.480000,HARD,7.0,True,McLaren,1,False,96.34,Japan,2024
NOR,4,34.0,0 days 00:01:36.262000,0 days 00:00:35.070000,0 days 00:00:42.802000,0 days 00:00:18.390000,HARD,8.0,True,McLaren,1,False,96.262,Japan,2024
NOR,4,35.0,0 days 00:01:36.614000,0 days 00:00:35.221000,0 days 00:00:42.865000,0 days 00:00:18.528000,HARD,9.0,True,McLaren,1,False,96.614,Japan,2024
NOR,4,36.0,0 days 00:01:35.896000,0 days 00:00:34.657000,0 days 00:00:42.773000,0 days 00:00:18.466000,HARD,10.0,True,McLaren,1,False,95.896,Japan,2024
NOR,4,37.0,0 days 00:01:36.412000,0 days 00:00:34.655000,0 days 00:00:43.141000,0 days 00:00:18.616000,HARD,11.0,True,McLaren,1,False,96.412,Japan,2024
NOR,4,38.0,0 days 00:01:35.883000,0 days 00:00:34.650000,0 days 00:00:42.687000,0 days 00:00:18.546000,HARD,12.0,True,McLaren,1,False,95.883,Japan,2024
NOR,4,39.0,0 days 00:01:35.706000,0 days 00:00:34.492000,0 days 00:00:42.785000,0 days 00:00:18.429000,HARD,13.0,True,McLaren,1,True,95.706,Japan,2024
NOR,4,40.0,0 days 00:01:36.249000,0 days 00:00:34.624000,0 days 00:00:42.995000,0 days 00:00:18.630000,HARD,14.0,True,McLaren,1,False,96.249,Japan,2024
NOR,4,41.0,0 days 00:01:35.229000,0 days 00:00:34.119000,0 days 00:00:42.655000,0 days 00:00:18.455000,HARD,15.0,True,McLaren,1,True,95.229,Japan,2024
NOR,4,42.0,0 days 00:01:36.217000,0 days 00:00:34.524000,0 days 00:00:43.361000,0 days 00:00:18.332000,HARD,16.0,True,McLaren,12,False,96.217,Japan,2024
NOR,4,43.0,0 days 00:01:35.920000,0 days 00:00:34.335000,0 days 00:00:42.928000,0 days 00:00:18.657000,HARD,17.0,True,McLaren,1,False,95.92,Japan,2024
NOR,4,44.0,0 days 00:01:36.391000,0 days 00:00:35.127000,0 days 00:00:42.710000,0 days 00:00:18.554000,HARD,18.0,True,McLaren,1,False,96.391,Japan,2024
NOR,4,45.0,0 days 00:01:36.224000,0 days 00:00:34.733000,0 days 00:00:42.977000,0 days 00:00:18.514000,HARD,19.0,True,McLaren,1,False,96.224,Japan,2024
NOR,4,46.0,0 days 00:01:35.635000,0 days 00:00:34.390000,0 days 00:00:42.727000,0 days 00:00:18.518000,HARD,20.0,True,McLaren,1,False,95.635,Japan,2024
NOR,4,47.0,0 days 00:01:35.633000,0 days 00:00:34.419000,0 days 00:00:42.734000,0 days 00:00:18.480000,HARD,21.0,True,McLaren,1,False,95.633,Japan,2024
NOR,4,48.0,0 days 00:01:35.677000,0 days 00:00:34.492000,0 days 00:00:42.695000,0 days 00:00:18.490000,HARD,22.0,True,McLaren,1,False,95.677,Japan,2024
NOR,4,49.0,0 days 00:01:35.354000,0 days 00:00:34.321000,0 days 00:00:42.647000,0 days 00:00:18.386000,HARD,23.0,True,McLaren,1,False,95.354,Japan,2024
NOR,4,50.0,0 days 00:01:35.268000,0 days 00:00:34.244000,0 days 00:00:42.611000,0 days 00:00:18.413000,HARD,24.0,True,McLaren,1,False,95.268,Japan,2024
NOR,4,51.0,0 days 00:01:35.186000,0 days 00:00:34.220000,0 days 00:00:42.604000,0 days 00:00:18.362000,HARD,25.0,True,McLaren,1,True,95.186,Japan,2024
NOR,4,52.0,0 days 00:01:35.832000,0 days 00:00:34.175000,0 days 00:00:43.102000,0 days 00:00:18.555000,HARD,26.0,True,McLaren,1,False,95.832,Japan,2024
NOR,4,53.0,0 days 00:01:35.721000,0 days 00:00:34.301000,0 days 00:00:42.947000,0 days 00:00:18.473000,HARD,27.0,True,McLaren,1,False,95.721,Japan,2024
ALO,14,1.0,0 days 00:02:20.526000,,0 days 00:01:09.943000,0 days 00:00:32.569000,SOFT,1.0,True,Aston Martin,125,False,140.526,Japan,2024
ALO,14,2.0,,,0 days 00:00:50.532000,0 days 00:00:44.563000,SOFT,2.0,False,Aston Martin,1,False,,Japan,2024
ALO,14,3.0,,,0 days 00:00:43.268000,0 days 00:00:18.703000,SOFT,3.0,False,Aston Martin,1,False,,Japan,2024
ALO,14,4.0,0 days 00:01:37.453000,0 days 00:00:35.510000,0 days 00:00:43.299000,0 days 00:00:18.644000,SOFT,4.0,False,Aston Martin,1,True,97.453,Japan,2024
ALO,14,5.0,0 days 00:01:37.532000,0 days 00:00:35.258000,0 days 00:00:43.547000,0 days 00:00:18.727000,SOFT,5.0,False,Aston Martin,1,False,97.532,Japan,2024
ALO,14,6.0,0 days 00:01:37.861000,0 days 00:00:35.400000,0 days 00:00:43.705000,0 days 00:00:18.756000,SOFT,6.0,False,Aston Martin,1,False,97.861,Japan,2024
ALO,14,7.0,0 days 00:01:38.203000,0 days 00:00:35.735000,0 days 00:00:43.710000,0 days 00:00:18.758000,SOFT,7.0,False,Aston Martin,1,False,98.203,Japan,2024
ALO,14,8.0,0 days 00:01:38.461000,0 days 00:00:35.782000,0 days 00:00:43.705000,0 days 00:00:18.974000,SOFT,8.0,False,Aston Martin,1,False,98.461,Japan,2024
ALO,14,9.0,0 days 00:01:38.884000,0 days 00:00:35.887000,0 days 00:00:43.921000,0 days 00:00:19.076000,SOFT,9.0,False,Aston Martin,1,False,98.884,Japan,2024
ALO,14,10.0,0 days 00:01:38.781000,0 days 00:00:35.987000,0 days 00:00:43.889000,0 days 00:00:18.905000,SOFT,10.0,False,Aston Martin,1,False,98.781,Japan,2024
ALO,14,11.0,0 days 00:01:38.943000,0 days 00:00:35.987000,0 days 00:00:43.997000,0 days 00:00:18.959000,SOFT,11.0,False,Aston Martin,1,False,98.943,Japan,2024
ALO,14,12.0,0 days 00:01:38.744000,0 days 00:00:35.830000,0 days 00:00:43.982000,0 days 00:00:18.932000,SOFT,12.0,False,Aston Martin,1,False,98.744,Japan,2024
ALO,14,13.0,0 days 00:01:40.816000,0 days 00:00:35.625000,0 days 00:00:43.968000,0 days 00:00:21.223000,SOFT,13.0,False,Aston Martin,1,False,100.816,Japan,2024
ALO,14,14.0,0 days 00:01:56.544000,0 days 00:00:54.227000,0 days 00:00:43.433000,0 days 00:00:18.884000,MEDIUM,1.0,True,Aston Martin,1,False,116.544,Japan,2024
ALO,14,15.0,0 days 00:01:37.453000,0 days 00:00:35.447000,0 days 00:00:43.299000,0 days 00:00:18.707000,MEDIUM,2.0,True,Aston Martin,1,False,97.453,Japan,2024
ALO,14,16.0,0 days 00:01:37.021000,0 days 00:00:35.357000,0 days 00:00:43.011000,0 days 00:00:18.653000,MEDIUM,3.0,True,Aston Martin,1,True,97.021,Japan,2024
ALO,14,17.0,0 days 00:01:36.999000,0 days 00:00:35.356000,0 days 00:00:42.956000,0 days 00:00:18.687000,MEDIUM,4.0,True,Aston Martin,1,True,96.999,Japan,2024
ALO,14,18.0,0 days 00:01:37.031000,0 days 00:00:35.309000,0 days 00:00:43.073000,0 days 00:00:18.649000,MEDIUM,5.0,True,Aston Martin,1,False,97.031,Japan,2024
ALO,14,19.0,0 days 00:01:36.821000,0 days 00:00:35.098000,0 days 00:00:43.127000,0 days 00:00:18.596000,MEDIUM,6.0,True,Aston Martin,1,True,96.821,Japan,2024
ALO,14,20.0,0 days 00:01:37.615000,0 days 00:00:35.392000,0 days 00:00:43.313000,0 days 00:00:18.910000,MEDIUM,7.0,True,Aston Martin,1,False,97.615,Japan,2024
ALO,14,21.0,0 days 00:01:37.565000,0 days 00:00:35.334000,0 days 00:00:43.406000,0 days 00:00:18.825000,MEDIUM,8.0,True,Aston Martin,1,False,97.565,Japan,2024
ALO,14,22.0,0 days 00:01:37.721000,0 days 00:00:35.144000,0 days 00:00:43.502000,0 days 00:00:19.075000,MEDIUM,9.0,True,Aston Martin,1,False,97.721,Japan,2024
ALO,14,23.0,0 days 00:01:37.640000,0 days 00:00:35.236000,0 days 00:00:43.520000,0 days 00:00:18.884000,MEDIUM,10.0,True,Aston Martin,1,False,97.64,Japan,2024
ALO,14,24.0,0 days 00:01:37.435000,0 days 00:00:35.253000,0 days 00:00:43.395000,0 days 00:00:18.787000,MEDIUM,11.0,True,Aston Martin,1,False,97.435,Japan,2024
ALO,14,25.0,0 days 00:01:37.423000,0 days 00:00:35.220000,0 days 00:00:43.483000,0 days 00:00:18.720000,MEDIUM,12.0,True,Aston Martin,1,False,97.423,Japan,2024
ALO,14,26.0,0 days 00:01:37.289000,0 days 00:00:35.247000,0 days 00:00:43.325000,0 days 00:00:18.717000,MEDIUM,13.0,True,Aston Martin,1,False,97.289,Japan,2024
ALO,14,27.0,0 days 00:01:37.359000,0 days 00:00:35.232000,0 days 00:00:43.367000,0 days 00:00:18.760000,MEDIUM,14.0,True,Aston Martin,1,False,97.359,Japan,2024
ALO,14,28.0,0 days 00:01:37.341000,0 days 00:00:35.174000,0 days 00:00:43.405000,0 days 00:00:18.762000,MEDIUM,15.0,True,Aston Martin,1,False,97.341,Japan,2024
ALO,14,29.0,0 days 00:01:37.782000,0 days 00:00:35.509000,0 days 00:00:43.309000,0 days 00:00:18.964000,MEDIUM,16.0,True,Aston Martin,1,False,97.782,Japan,2024
ALO,14,30.0,0 days 00:01:37.643000,0 days 00:00:35.337000,0 days 00:00:43.413000,0 days 00:00:18.893000,MEDIUM,17.0,True,Aston Martin,1,False,97.643,Japan,2024
ALO,14,31.0,0 days 00:01:37.451000,0 days 00:00:35.308000,0 days 00:00:43.380000,0 days 00:00:18.763000,MEDIUM,18.0,True,Aston Martin,1,False,97.451,Japan,2024
ALO,14,32.0,0 days 00:01:37.635000,0 days 00:00:35.348000,0 days 00:00:43.380000,0 days 00:00:18.907000,MEDIUM,19.0,True,Aston Martin,1,False,97.635,Japan,2024
ALO,14,33.0,0 days 00:01:39.794000,0 days 00:00:35.389000,0 days 00:00:43.453000,0 days 00:00:20.952000,MEDIUM,20.0,True,Aston Martin,1,False,99.794,Japan,2024
ALO,14,34.0,0 days 00:01:55.043000,0 days 00:00:54.167000,0 days 00:00:42.439000,0 days 00:00:18.437000,HARD,1.0,True,Aston Martin,1,False,115.043,Japan,2024
ALO,14,35.0,0 days 00:01:35.771000,0 days 00:00:34.693000,0 days 00:00:42.634000,0 days 00:00:18.444000,HARD,2.0,True,Aston Martin,1,True,95.771,Japan,2024
ALO,14,36.0,0 days 00:01:35.353000,0 days 00:00:34.613000,0 days 00:00:42.461000,0 days 00:00:18.279000,HARD,3.0,True,Aston Martin,1,True,95.353,Japan,2024
ALO,14,37.0,0 days 00:01:35.381000,0 days 00:00:34.542000,0 days 00:00:42.377000,0 days 00:00:18.462000,HARD,4.0,True,Aston Martin,1,False,95.381,Japan,2024
ALO,14,38.0,0 days 00:01:35.487000,0 days 00:00:34.657000,0 days 00:00:42.371000,0 days 00:00:18.459000,HARD,5.0,True,Aston Martin,1,False,95.487,Japan,2024
ALO,14,39.0,0 days 00:01:35.970000,0 days 00:00:34.824000,0 days 00:00:42.625000,0 days 00:00:18.521000,HARD,6.0,True,Aston Martin,1,False,95.97,Japan,2024
ALO,14,40.0,0 days 00:01:35.808000,0 days 00:00:34.714000,0 days 00:00:42.464000,0 days 00:00:18.630000,HARD,7.0,True,Aston Martin,1,False,95.808,Japan,2024
ALO,14,41.0,0 days 00:01:35.574000,0 days 00:00:34.409000,0 days 00:00:42.580000,0 days 00:00:18.585000,HARD,8.0,True,Aston Martin,1,False,95.574,Japan,2024
ALO,14,42.0,0 days 00:01:37.292000,0 days 00:00:34.560000,0 days 00:00:44.127000,0 days 00:00:18.605000,HARD,9.0,True,Aston Martin,12,False,97.292,Japan,2024
ALO,14,43.0,0 days 00:01:36.092000,0 days 00:00:34.687000,0 days 00:00:42.761000,0 days 00:00:18.644000,HARD,10.0,True,Aston Martin,1,False,96.092,Japan,2024
ALO,14,44.0,0 days 00:01:35.615000,0 days 00:00:34.544000,0 days 00:00:42.578000,0 days 00:00:18.493000,HARD,11.0,True,Aston Martin,1,False,95.615,Japan,2024
ALO,14,45.0,0 days 00:01:35.636000,0 days 00:00:34.420000,0 days 00:00:42.593000,0 days 00:00:18.623000,HARD,12.0,True,Aston Martin,1,False,95.636,Japan,2024
ALO,14,46.0,0 days 00:01:35.827000,0 days 00:00:34.625000,0 days 00:00:42.578000,0 days 00:00:18.624000,HARD,13.0,True,Aston Martin,1,False,95.827,Japan,2024
ALO,14,47.0,0 days 00:01:35.862000,0 days 00:00:34.693000,0 days 00:00:42.641000,0 days 00:00:18.528000,HARD,14.0,True,Aston Martin,1,False,95.862,Japan,2024
ALO,14,48.0,0 days 00:01:35.861000,0 days 00:00:34.490000,0 days 00:00:42.591000,0 days 00:00:18.780000,HARD,15.0,True,Aston Martin,1,False,95.861,Japan,2024
ALO,14,49.0,0 days 00:01:35.831000,0 days 00:00:34.375000,0 days 00:00:42.740000,0 days 00:00:18.716000,HARD,16.0,True,Aston Martin,1,False,95.831,Japan,2024
ALO,14,50.0,0 days 00:01:36.008000,0 days 00:00:34.511000,0 days 00:00:42.946000,0 days 00:00:18.551000,HARD,17.0,True,Aston Martin,1,False,96.008,Japan,2024
ALO,14,51.0,0 days 00:01:36.069000,0 days 00:00:34.329000,0 days 00:00:42.862000,0 days 00:00:18.878000,HARD,18.0,True,Aston Martin,1,False,96.069,Japan,2024
ALO,14,52.0,0 days 00:01:35.633000,0 days 00:00:34.115000,0 days 00:00:42.651000,0 days 00:00:18.867000,HARD,19.0,True,Aston Martin,1,False,95.633,Japan,2024
ALO,14,53.0,0 days 00:01:34.726000,0 days 00:00:33.924000,0 days 00:00:42.332000,0 days 00:00:18.470000,HARD,20.0,True,Aston Martin,1,True,94.726,Japan,2024
RUS,63,1.0,0 days 00:02:39.587000,,0 days 00:01:18.942000,0 days 00:00:41.309000,MEDIUM,1.0,True,Mercedes,125,False,159.587,Japan,2024
RUS,63,2.0,,,0 days 00:00:46.712000,0 days 00:00:47.765000,HARD,1.0,True,Mercedes,1,False,,Japan,2024
